Supplier,Product,Contract Length,Compliance,SLA,Delivery Time (days),Base Price,Additional Fees,Total Price,Price Volatility,Delivery Risk,Contract Risk,Market Price Trends
"Barber, Garcia and Miller",AI-Powered Security,36 months,SOC2,99.99%,30,31355,3699,35054,0.0356933207176426,0.7456089284998436,0.446349664382626,Increasing
"Harris, Rhodes and Oconnor",AI-Powered Security,24 months,FedRAMP,99.9%,30,29938,4158,34096,0.0514845262451327,0.8166787392759234,0.96705540322831,Stable
"Boyd, Thompson and Andrews",AI-Powered Security,36 months,SOC2,99.99%,45,25098,2568,27666,0.1216662771514237,0.0774780659637305,0.7132817223822362,Decreasing
Morris-Curry,Cloud Optimization,36 months,SOC2,99.95%,45,19788,2234,22022,0.1139389324106961,0.4439990207467261,0.7798835857345133,Increasing
Dennis-Price,Cloud Optimization,24 months,HIPAA,99.99%,45,15752,2972,18724,0.0141161953106339,0.218840816950776,0.5035585463255224,Increasing
Garcia PLC,Multi-Cloud Management,24 months,FedRAMP,99.99%,45,25565,4137,29702,0.1374619377150641,0.3879350756788693,0.5034041088444616,Decreasing
Wright-Brown,Multi-Cloud Management,12 months,FedRAMP,99.9%,30,39522,3000,42522,0.1022547742373572,0.4655147251288725,0.1213441569403621,Stable
"Lopez, Brown and Park",Cloud Optimization,24 months,HIPAA,99.95%,90,22459,706,23165,0.1286157837704757,0.5226931365108133,0.7719321122398732,Stable
Carey-Dean,Cloud Optimization,36 months,SOC2,99.95%,90,21487,2272,23759,0.0362804454170685,0.4309708425052828,0.3319769521612331,Increasing
"Rivera, Rivera and Knapp",Cloud Optimization,24 months,SOC2,99.9%,30,21021,1860,22881,0.1051008517269239,0.8436380128457944,0.5948303773589867,Increasing
Bell-Odonnell,AI-Powered Security,12 months,FedRAMP,99.99%,45,27212,3643,30855,0.12988291360946,0.0892862515311305,0.8227691015073356,Decreasing
"Liu, Benjamin and Yang",Cloud Optimization,36 months,SOC2,99.9%,60,26358,1742,28100,0.1329392076794719,0.6508383588369067,0.1441600603883696,Stable
Mcknight Inc,Cloud Optimization,36 months,ISO 27001,99.95%,90,28018,1067,29085,0.1104584685075067,0.9677871919334492,0.1148830910787889,Decreasing
West-Wiggins,AI-Powered Security,12 months,ISO 27001,99.95%,30,27729,2470,30199,0.1246141300219839,0.4272817081273277,0.4223138778560322,Increasing
"Berry, Sanchez and Young",Multi-Cloud Management,24 months,FedRAMP,99.99%,60,27319,4073,31392,0.0084197382031608,0.8155424374190073,0.6202300525347562,Stable
Silva PLC,Cloud Optimization,12 months,HIPAA,99.95%,60,25933,3438,29371,0.024168434507375,0.2574489878425908,0.9256635763208916,Decreasing
Smith-Riggs,Cloud Optimization,12 months,FedRAMP,99.99%,90,27941,1642,29583,0.0927056220842661,0.7055631903608371,0.8288222571053818,Decreasing
Nelson and Sons,Multi-Cloud Management,24 months,SOC2,99.9%,90,37083,4592,41675,0.1061797804504158,0.7235223567491524,0.3321070115377964,Decreasing
"Maldonado, Carlson and Watkins",AI-Powered Security,12 months,FedRAMP,99.9%,30,24061,931,24992,0.1421707527543702,0.2496500927583027,0.9415362460384926,Decreasing
Floyd-Lopez,AI-Powered Security,12 months,HIPAA,99.9%,60,32385,4838,37223,0.0840157724508201,0.9006793870200173,0.0310310325449454,Decreasing
"Fitzgerald, Jenkins and Dean",Multi-Cloud Management,36 months,HIPAA,99.9%,45,33215,4478,37693,0.0050071055001922,0.7176283968694148,0.2520970651139755,Increasing
"Jennings, Wells and Smith",Multi-Cloud Management,12 months,FedRAMP,99.9%,90,35037,3155,38192,0.1449467787329228,0.7303729932442136,0.3004790036864622,Stable
Golden Ltd,AI-Powered Security,36 months,FedRAMP,99.99%,30,19511,2758,22269,0.0827665407468341,0.402752558490689,0.1900378145201607,Stable
"Haley, Johnson and Andrews",AI-Powered Security,36 months,FedRAMP,99.9%,60,30232,2070,32302,0.0916745044187446,0.6662613026613708,0.6695972165770953,Decreasing
Martinez and Sons,Multi-Cloud Management,36 months,HIPAA,99.99%,45,20188,1099,21287,0.0265324410239177,0.2537487203948919,0.1006443943119624,Decreasing
"Carter, Johnson and Bryan",AI-Powered Security,24 months,ISO 27001,99.95%,45,19870,4761,24631,0.0746985191632152,0.5421956448860736,0.3006269065386485,Stable
"Reed, Haynes and Morris",Multi-Cloud Management,24 months,HIPAA,99.99%,45,24438,4001,28439,0.0534340331234063,0.4910384698381226,0.921866435515026,Decreasing
Hernandez PLC,Cloud Optimization,12 months,SOC2,99.95%,60,21200,4786,25986,0.1170091384827252,0.513390073528181,0.2497690128593153,Increasing
"Diaz, Martin and Hendricks",AI-Powered Security,24 months,ISO 27001,99.9%,45,30170,1241,31411,0.104139739509392,0.4914541435680519,0.3544895507825298,Increasing
Paul Inc,Cloud Optimization,36 months,FedRAMP,99.95%,60,23434,4814,28248,0.1114055157229022,0.5738858673758923,0.194236758006649,Stable
Cole-Wallace,Multi-Cloud Management,24 months,SOC2,99.99%,45,39522,4240,43762,0.0617154356139993,0.9218345099671073,0.4995623111402354,Increasing
Wiggins-Olson,AI-Powered Security,36 months,SOC2,99.99%,60,19765,2053,21818,0.1270158872386309,0.9087809432111732,0.9126293113764776,Stable
"Thomas, Williams and Christensen",AI-Powered Security,12 months,FedRAMP,99.95%,30,19307,2585,21892,0.0653901736336692,0.9854047834806314,0.0568390610798196,Decreasing
Walton-Morgan,Multi-Cloud Management,24 months,ISO 27001,99.99%,45,23909,1723,25632,0.0282314064681518,0.5849939785245091,0.484541731022269,Increasing
"Jimenez, Bailey and Hamilton",AI-Powered Security,12 months,HIPAA,99.99%,90,24745,3109,27854,0.1322302947017522,0.3432496908055924,0.8563373248357075,Increasing
"Williams, Elliott and Mathews",Multi-Cloud Management,12 months,FedRAMP,99.95%,45,29764,3201,32965,0.0317829809174936,0.5363720237241257,0.481560967777346,Stable
Rowland-Berger,Multi-Cloud Management,36 months,FedRAMP,99.99%,60,26490,2444,28934,0.036557796837207,0.2565626699032128,0.916075048692817,Increasing
Bennett and Sons,AI-Powered Security,24 months,ISO 27001,99.99%,90,28687,746,29433,0.0481708560594601,0.2469688479702122,0.4090068984934005,Stable
Moore Group,Cloud Optimization,12 months,HIPAA,99.95%,60,17060,3834,20894,0.0145836626889637,0.3895952484386281,0.0151074455877043,Increasing
Sullivan-Gonzalez,Multi-Cloud Management,12 months,ISO 27001,99.9%,30,29509,3867,33376,0.1204299558596319,0.3865578737314926,0.204653529646327,Decreasing
"Jackson, Edwards and Williams",Multi-Cloud Management,12 months,SOC2,99.99%,60,22665,915,23580,0.046699930744939,0.3267828459692184,0.0739486898697012,Decreasing
Williams-Kramer,Multi-Cloud Management,12 months,FedRAMP,99.9%,45,23971,3457,27428,0.0018147032547678,0.2881569494617448,0.0092222735872269,Increasing
Walker PLC,Cloud Optimization,36 months,FedRAMP,99.95%,60,27927,4451,32378,0.1344656153578105,0.5854700290228892,0.9344556867627816,Decreasing
Jones PLC,AI-Powered Security,36 months,SOC2,99.9%,60,21544,1201,22745,0.1397297702114368,0.5548943761752093,0.9269406627820396,Decreasing
Hicks-Miller,AI-Powered Security,36 months,FedRAMP,99.9%,60,24659,4760,29419,0.0848712951279261,0.925354907099118,0.0254409011324393,Increasing
Cohen-Harrison,AI-Powered Security,12 months,SOC2,99.99%,60,21371,835,22206,0.0205516543032642,0.2018960561328898,0.4081646649015549,Increasing
"Hale, Griffin and West",AI-Powered Security,12 months,ISO 27001,99.95%,60,26766,720,27486,0.145535259364203,0.943499229703927,0.4836503791761352,Increasing
"Stewart, Powell and Kim",Cloud Optimization,36 months,SOC2,99.9%,60,16961,3983,20944,0.0945078303224442,0.8431836266573511,0.8982696496338443,Decreasing
"Little, Mata and Garcia",AI-Powered Security,24 months,HIPAA,99.9%,45,34763,4473,39236,0.0987148327211254,0.3641678628827127,0.7024941626624895,Increasing
"Mcdowell, Houston and Foster",Multi-Cloud Management,36 months,HIPAA,99.9%,60,20777,3066,23843,0.1405784323313781,0.1078643384442424,0.0992601493091949,Stable
"James, Miller and Warren",Multi-Cloud Management,24 months,HIPAA,99.99%,45,37869,3120,40989,0.0953224523319732,0.1058790214738022,0.8952948141563388,Increasing
Castillo-Chandler,Multi-Cloud Management,12 months,SOC2,99.99%,60,21840,997,22837,0.0300550642114723,0.3077540440643939,0.2858069260789511,Decreasing
Tucker Inc,Multi-Cloud Management,36 months,FedRAMP,99.95%,45,33067,4195,37262,0.1389064151889071,0.5032180507452165,0.3477348557636154,Stable
Lee Ltd,AI-Powered Security,24 months,SOC2,99.95%,45,31339,3866,35205,0.057557302425049,0.5393745588240276,0.3801059987158039,Increasing
"Raymond, Harris and Schaefer",AI-Powered Security,12 months,ISO 27001,99.95%,30,34414,2305,36719,0.1235214563982319,0.6782897485771823,0.839068575417683,Increasing
Davis PLC,Multi-Cloud Management,12 months,SOC2,99.9%,90,21862,2302,24164,0.0696166190836228,0.2976637947582136,0.7253664481494441,Decreasing
Barron-Hampton,Cloud Optimization,24 months,SOC2,99.99%,30,24234,4238,28472,0.0900329311016634,0.2683310651193253,0.383360519135037,Decreasing
Johnson-Garcia,AI-Powered Security,12 months,FedRAMP,99.99%,30,26294,1285,27579,0.1472498474894858,0.4929845578183954,0.938495158330771,Decreasing
Howell Inc,Cloud Optimization,36 months,FedRAMP,99.99%,30,17365,996,18361,0.100871992437376,0.83583326090984,0.1842291302719839,Decreasing
Harper Group,Multi-Cloud Management,36 months,SOC2,99.99%,30,37873,2834,40707,0.0106406477712479,0.5953577798139739,0.2200125986513854,Decreasing
Harris-Watkins,Multi-Cloud Management,36 months,FedRAMP,99.99%,30,31683,3462,35145,0.0958317608409791,0.9497597947128548,0.0487448553537552,Stable
Higgins-Davila,AI-Powered Security,36 months,ISO 27001,99.99%,90,29093,675,29768,0.0689017804588115,0.688639618853709,0.4445809030150652,Decreasing
"Hansen, Francis and Smith",AI-Powered Security,36 months,HIPAA,99.99%,45,23456,3913,27369,0.0605532266184995,0.6084032276220502,0.7529994754336213,Decreasing
Robles PLC,Multi-Cloud Management,24 months,SOC2,99.99%,30,20656,3003,23659,0.0786134951331686,0.5616633369429792,0.7317196171082654,Increasing
"Walters, Barnes and Trevino",Multi-Cloud Management,12 months,HIPAA,99.95%,30,26498,3541,30039,0.0255321952323007,0.0222206395199383,0.3369831224412506,Stable
Poole-Austin,AI-Powered Security,36 months,ISO 27001,99.99%,90,23917,2702,26619,0.1429773895366327,0.9854753990044324,0.4219693806087417,Stable
Moses-Carter,Multi-Cloud Management,36 months,ISO 27001,99.95%,90,20284,3065,23349,0.1217329396016729,0.533588939380301,0.3361215358346487,Stable
Gillespie-Green,AI-Powered Security,12 months,ISO 27001,99.9%,60,28328,656,28984,0.1129629591661993,0.9619718697740708,0.2958511652120441,Decreasing
"Spencer, Crosby and Griffith",Cloud Optimization,24 months,HIPAA,99.9%,90,18499,3413,21912,0.0897176817803303,0.7543547925485486,0.713808649676779,Increasing
"Brown, Davis and Ramirez",AI-Powered Security,24 months,SOC2,99.99%,60,29108,4385,33493,0.1104836973496424,0.7931143766896918,0.2206910328390553,Stable
Jones and Sons,AI-Powered Security,36 months,HIPAA,99.95%,30,21405,3559,24964,0.1286416852988336,0.0638309920261135,0.95327639077873,Increasing
Dixon and Sons,Multi-Cloud Management,12 months,SOC2,99.99%,45,31017,4953,35970,0.0647673741248243,0.8892014984609,0.3119388821568376,Increasing
Gibbs Ltd,Cloud Optimization,12 months,HIPAA,99.95%,30,28683,4082,32765,0.1495480351336292,0.1733579302113826,0.1454826495992601,Stable
Oliver LLC,Cloud Optimization,12 months,ISO 27001,99.95%,60,21587,2915,24502,0.0286965927047682,0.9731313883615972,0.2865459177184627,Decreasing
Hampton-Johnston,Multi-Cloud Management,12 months,FedRAMP,99.95%,90,29655,2745,32400,0.1382051104049278,0.5600043640772588,0.0451109955203938,Decreasing
James and Sons,Multi-Cloud Management,36 months,FedRAMP,99.95%,60,26704,2387,29091,0.0857578650637563,0.343658579662735,0.4215293648470272,Decreasing
Lyons Inc,Multi-Cloud Management,36 months,HIPAA,99.95%,45,36942,2012,38954,0.1494835108852123,0.8025265348633159,0.8291514031551532,Decreasing
Ferguson and Sons,Multi-Cloud Management,36 months,SOC2,99.9%,60,28336,3134,31470,0.1287116885139894,0.2617814826920877,0.6931232121767075,Decreasing
Bentley LLC,AI-Powered Security,12 months,HIPAA,99.95%,60,21894,4346,26240,0.1444358134574296,0.9350876800409244,0.1631283729929885,Stable
Parks Group,Cloud Optimization,24 months,SOC2,99.9%,60,15568,2445,18013,0.0870823982800559,0.0263529122295473,0.8255406915073545,Stable
"Thomas, Holden and Lee",AI-Powered Security,36 months,FedRAMP,99.95%,90,29991,4857,34848,0.1445713454431499,0.3955991818498273,0.0262944406683867,Stable
Ruiz Inc,AI-Powered Security,36 months,SOC2,99.9%,45,19352,544,19896,0.0741950794529876,0.0635233975059751,0.2755926166439698,Stable
"Smith, Mendez and Mccarty",AI-Powered Security,24 months,HIPAA,99.9%,60,32309,3268,35577,0.0958065872644311,0.5763088198890566,0.4842604294466127,Decreasing
Taylor-Brown,Multi-Cloud Management,36 months,SOC2,99.95%,60,29812,3819,33631,0.0299472028772001,0.5833204782437709,0.6774346844463005,Stable
Bell Inc,Cloud Optimization,36 months,SOC2,99.99%,30,29672,840,30512,0.1148819187524784,0.2298686343733692,0.2907012606932192,Decreasing
"Compton, Stevens and Coleman",Cloud Optimization,12 months,ISO 27001,99.9%,60,23353,2995,26348,0.1278199079429079,0.7304362943536913,0.6986153060111209,Decreasing
"Smith, Yu and Turner",AI-Powered Security,36 months,SOC2,99.9%,90,26484,4150,30634,0.1113855166113684,0.3309118856783746,0.7221475187427966,Stable
Holder Ltd,Multi-Cloud Management,24 months,ISO 27001,99.9%,30,26900,2660,29560,0.0225545835503734,0.7989023148204372,0.5614463836902922,Stable
"White, Lutz and Riley",Multi-Cloud Management,36 months,ISO 27001,99.95%,30,28255,3199,31454,0.1425148078556731,0.702739488390535,0.320172290621358,Increasing
"Cole, Duarte and Russell",Cloud Optimization,36 months,FedRAMP,99.99%,30,24607,861,25468,0.1228548031254559,0.5727679028775595,0.0282310529490681,Decreasing
"Bradley, Warner and Rocha",Multi-Cloud Management,12 months,ISO 27001,99.99%,45,24742,2352,27094,0.0749975297407252,0.570570709130388,0.7129057903648376,Stable
"Palmer, Choi and Hahn",Cloud Optimization,36 months,ISO 27001,99.99%,30,24799,4022,28821,0.078873158440968,0.8667837779383459,0.262535695495924,Stable
"Miles, Cunningham and Tucker",Cloud Optimization,12 months,ISO 27001,99.99%,45,15588,1070,16658,0.0802000132339323,0.4225333548849768,0.2842258506375424,Stable
Jones Inc,Cloud Optimization,12 months,FedRAMP,99.9%,60,24744,1535,26279,0.0795036955237425,0.1308304285735524,0.1370520377520581,Increasing
Thomas-Green,AI-Powered Security,24 months,HIPAA,99.9%,30,33337,4061,37398,0.068879907509308,0.99528340314173,0.9491780201157658,Stable
Richardson Group,Multi-Cloud Management,36 months,HIPAA,99.99%,90,39616,3322,42938,0.0255948685595066,0.219746916628105,0.349384691669827,Increasing
"Morton, Joseph and Henderson",Cloud Optimization,24 months,ISO 27001,99.95%,90,21967,3770,25737,0.1204006830473818,0.8934820383198383,0.4930756558931449,Increasing
Williams PLC,AI-Powered Security,12 months,ISO 27001,99.99%,45,18832,1521,20353,0.0526111348324216,0.6821729782360418,0.5736798202909772,Stable
Osborne-Watson,Cloud Optimization,12 months,SOC2,99.99%,60,26151,539,26690,0.1159400310539633,0.7162943304868383,0.6109276227880288,Increasing
Mcdonald-Proctor,AI-Powered Security,12 months,SOC2,99.9%,30,20508,4326,24834,0.0601339977399939,0.4053516136255215,0.0980943662409814,Increasing
"Haynes, Mcintosh and Mitchell",AI-Powered Security,36 months,HIPAA,99.99%,30,30516,1228,31744,0.0228390195167814,0.0448583361853858,0.2924044935605134,Stable
Rogers-Jones,Multi-Cloud Management,36 months,HIPAA,99.9%,60,32657,1959,34616,0.1494901368082365,0.2323237895319275,0.2795710053705694,Decreasing
Manning Group,Cloud Optimization,12 months,FedRAMP,99.99%,90,22486,1605,24091,0.1472281521864441,0.8146978461200154,0.3147838158128105,Decreasing
Smith and Sons,Cloud Optimization,24 months,FedRAMP,99.9%,45,29702,3830,33532,0.1498869137826038,0.6525349649409644,0.3724111440144412,Increasing
"Odonnell, Martin and Daniel",Multi-Cloud Management,24 months,ISO 27001,99.9%,45,31565,624,32189,0.1334006418032172,0.969463529545832,0.7192713850692155,Decreasing
Thompson-Reese,AI-Powered Security,36 months,SOC2,99.95%,60,24817,2252,27069,0.1023609242932976,0.8452517957571815,0.0096725388469192,Stable
Douglas and Sons,Cloud Optimization,12 months,ISO 27001,99.99%,30,22381,4775,27156,0.1038101226406792,0.2016198988105952,0.0539124588760561,Decreasing
Bender LLC,Cloud Optimization,12 months,HIPAA,99.99%,30,26188,747,26935,0.1439902880681593,0.0570175440185387,0.0389894198182283,Increasing
"Jones, Hines and George",AI-Powered Security,12 months,HIPAA,99.99%,45,21322,794,22116,0.0422840655898998,0.2190668218595994,0.9261328387732336,Stable
Fitzgerald-Ortiz,AI-Powered Security,36 months,HIPAA,99.99%,60,22231,3277,25508,0.0293413494378288,0.6104755113536787,0.4201280789956181,Stable
Ortiz PLC,Multi-Cloud Management,24 months,HIPAA,99.95%,60,39005,1072,40077,0.1282591094575831,0.6514787668852333,0.0437256954277978,Decreasing
"Gordon, Bennett and Mills",Multi-Cloud Management,24 months,ISO 27001,99.99%,60,34051,2658,36709,0.0593554731659878,0.6159310722250926,0.8908151473615851,Increasing
Jones-Torres,Cloud Optimization,12 months,HIPAA,99.95%,60,18459,1621,20080,0.1086544059844827,0.0827475038898714,0.5910987992719926,Increasing
Zamora LLC,Cloud Optimization,24 months,SOC2,99.9%,45,29675,4409,34084,0.1162714146068008,0.1930387412937775,0.5623363273917781,Increasing
Price-Hall,AI-Powered Security,24 months,FedRAMP,99.9%,90,23492,2457,25949,0.0358278053052299,0.8876583284622761,0.3329403604221913,Increasing
